Date,Adj Close,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02 00:00:00+00:00,24.37395668029785,27.332500457763672,27.860000610351562,26.837499618530273,27.84749984741211,212818400
2015-01-05 00:00:00+00:00,23.68730354309082,26.5625,27.162500381469727,26.352500915527344,27.072500228881836,257142000
2015-01-06 00:00:00+00:00,23.689531326293945,26.565000534057617,26.857500076293945,26.157499313354492,26.635000228881836,263188400
2015-01-07 00:00:00+00:00,24.02171516418457,26.9375,27.049999237060547,26.674999237060547,26.799999237060547,160423600
2015-01-08 00:00:00+00:00,24.944679260253906,27.97249984741211,28.037500381469727,27.174999237060547,27.3075008392334,237458000
2015-01-09 00:00:00+00:00,24.971433639526367,28.002500534057617,28.3125,27.552499771118164,28.167499542236328,214798000
2015-01-12 00:00:00+00:00,24.356124877929688,27.3125,28.157499313354492,27.200000762939453,28.149999618530273,198603200
2015-01-13 00:00:00+00:00,24.572372436523438,27.55500030517578,28.200000762939453,27.227500915527344,27.857500076293945,268367600
2015-01-14 00:00:00+00:00,24.478744506835938,27.450000762939453,27.622499465942383,27.125,27.260000228881836,195826400
2015-01-15 00:00:00+00:00,23.814382553100586,26.704999923706055,27.514999389648438,26.665000915527344,27.5,240056000
2015-01-16 00:00:00+00:00,23.62933921813965,26.497499465942383,26.895000457763672,26.299999237060547,26.75749969482422,314053200
2015-01-20 00:00:00+00:00,24.237964630126953,27.18000030517578,27.24250030517578,26.625,26.959999084472656,199599600
2015-01-21 00:00:00+00:00,24.423006057739258,27.387500762939453,27.764999389648438,27.0674991607666,27.237499237060547,194303600
2015-01-22 00:00:00+00:00,25.058378219604492,28.100000381469727,28.11750030517578,27.43000030517578,27.565000534057617,215185600
2015-01-23 00:00:00+00:00,25.18768882751465,28.2450008392334,28.4375,27.88249969482422,28.075000762939453,185859200
2015-01-26 00:00:00+00:00,25.21443748474121,28.274999618530273,28.59000015258789,28.200000762939453,28.434999465942383,222460000
2015-01-27 00:00:00+00:00,24.331605911254883,27.28499984741211,28.1200008392334,27.25749969482422,28.104999542236328,382274800
2015-01-28 00:00:00+00:00,25.707130432128906,28.827499389648438,29.530000686645508,28.827499389648438,29.407499313354492,585908400
2015-01-29 00:00:00+00:00,26.507488250732422,29.725000381469727,29.797500610351562,28.889999389648438,29.079999923706055,337745600
2015-01-30 00:00:00+00:00,26.11958122253418,29.290000915527344,30.0,29.212499618530273,29.600000381469727,334982000
2015-02-02 00:00:00+00:00,26.447290420532227,29.657499313354492,29.792499542236328,29.020000457763672,29.512500762939453,250956400
2015-02-03 00:00:00+00:00,26.45175552368164,29.662500381469727,29.772499084472656,29.40250015258789,29.625,207662800
2015-02-04 00:00:00+00:00,26.654632568359375,29.889999389648438,30.127500534057617,29.577499389648438,29.625,280598800
2015-02-05 00:00:00+00:00,26.844873428344727,29.985000610351562,30.0575008392334,29.8125,30.0049991607666,168984800
2015-02-06 00:00:00+00:00,26.618820190429688,29.732500076293945,30.0625,29.612499237060547,30.0049991607666,174826400
2015-02-09 00:00:00+00:00,26.795639038085938,29.93000030517578,29.959999084472656,29.607500076293945,29.637500762939453,155559200
2015-02-10 00:00:00+00:00,27.310409545898438,30.5049991607666,30.537500381469727,30.040000915527344,30.042499542236328,248034000
2015-02-11 00:00:00+00:00,27.950542449951172,31.219999313354492,31.229999542236328,30.625,30.6924991607666,294247200
2015-02-12 00:00:00+00:00,28.304180145263672,31.614999771118164,31.8700008392334,31.392499923706055,31.514999389648438,297898000
2015-02-13 00:00:00+00:00,28.442943572998047,31.770000457763672,31.81999969482422,31.412500381469727,31.81999969482422,217088800
2015-02-17 00:00:00+00:00,28.610803604125977,31.957500457763672,32.220001220703125,31.729999542236328,31.872499465942383,252609600
2015-02-18 00:00:00+00:00,28.810007095336914,32.18000030517578,32.19499969482422,31.862499237060547,31.907499313354492,179566800
2015-02-19 00:00:00+00:00,28.749574661254883,32.11249923706055,32.25749969482422,32.08250045776367,32.119998931884766,149449600
2015-02-20 00:00:00+00:00,28.98458480834961,32.375,32.375,32.01250076293945,32.154998779296875,195793600
2015-02-23 00:00:00+00:00,29.76795196533203,33.25,33.25,32.415000915527344,32.505001068115234,283896400
2015-02-24 00:00:00+00:00,29.58218002319336,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400
2015-02-25 00:00:00+00:00,28.825674057006836,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800
2015-02-26 00:00:00+00:00,29.190500259399414,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000
2015-02-27 00:00:00+00:00,28.75181770324707,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200
2015-03-02 00:00:00+00:00,28.8928165435791,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800
2015-03-03 00:00:00+00:00,28.9532527923584,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200
2015-03-04 00:00:00+00:00,28.76971435546875,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200
2015-03-05 00:00:00+00:00,28.29298210144043,31.602500915527344,32.1875,31.440000534057617,32.14500045776367,226068400
2015-03-06 00:00:00+00:00,28.335512161254883,31.649999618530273,32.342498779296875,31.565000534057617,32.099998474121094,291368400
2015-03-09 00:00:00+00:00,28.456375122070312,31.78499984741211,32.39250183105469,31.264999389648438,31.989999771118164,354114000
2015-03-10 00:00:00+00:00,27.86772918701172,31.127500534057617,31.80500030517578,30.950000762939453,31.602500915527344,275426400
2015-03-11 00:00:00+00:00,27.359651565551758,30.559999465942383,31.1924991607666,30.52750015258789,31.1875,275756000
2015-03-12 00:00:00+00:00,27.854293823242188,31.112499237060547,31.225000381469727,30.407499313354492,30.577499389648438,193450800
2015-03-13 00:00:00+00:00,27.661813735961914,30.897499084472656,31.350000381469727,30.645000457763672,31.100000381469727,207309200
2015-03-16 00:00:00+00:00,27.966205596923828,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200
2015-03-17 00:00:00+00:00,28.43399429321289,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400
2015-03-18 00:00:00+00:00,28.754047393798828,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600
2015-03-19 00:00:00+00:00,28.536951065063477,31.875,32.3125,31.850000381469727,32.1875,183238000
2015-03-20 00:00:00+00:00,28.1788387298584,31.475000381469727,32.099998474121094,31.290000915527344,32.0625,274780400
2015-03-23 00:00:00+00:00,28.4720458984375,31.802499771118164,31.962499618530273,31.6299991607666,31.780000686645508,150838800
2015-03-24 00:00:00+00:00,28.355655670166016,31.672500610351562,32.0099983215332,31.639999389648438,31.8075008392334,131369200
2015-03-25 00:00:00+00:00,27.614809036254883,30.844999313354492,31.704999923706055,30.844999313354492,31.635000228881836,206620800
2015-03-26 00:00:00+00:00,27.807300567626953,31.059999465942383,31.219999313354492,30.649999618530273,30.690000534057617,190291600
2015-03-27 00:00:00+00:00,27.585716247558594,30.8125,31.174999237060547,30.727500915527344,31.142499923706055,158184800
2015-03-30 00:00:00+00:00,28.284034729003906,31.592500686645508,31.600000381469727,31.0,31.012500762939453,188398800
2015-03-31 00:00:00+00:00,27.849822998046875,31.107500076293945,31.622499465942383,31.09000015258789,31.522499084472656,168362400
2015-04-01 00:00:00+00:00,27.80953598022461,31.0625,31.280000686645508,30.774999618530273,31.204999923706055,162485600
2015-04-02 00:00:00+00:00,28.049020767211914,31.329999923706055,31.389999389648438,31.047500610351562,31.25749969482422,128880400
2015-04-06 00:00:00+00:00,28.503374099731445,31.837499618530273,31.877500534057617,31.082500457763672,31.11750030517578,148776000
2015-04-07 00:00:00+00:00,28.203453063964844,31.502500534057617,32.029998779296875,31.4950008392334,31.90999984741211,140049200
2015-04-08 00:00:00+00:00,28.111690521240234,31.399999618530273,31.600000381469727,31.24250030517578,31.462499618530273,149316800
2015-04-09 00:00:00+00:00,28.326553344726562,31.639999389648438,31.645000457763672,31.165000915527344,31.462499618530273,129936000
2015-04-10 00:00:00+00:00,28.447418212890625,31.774999618530273,31.802499771118164,31.315000534057617,31.487499237060547,160752000
2015-04-13 00:00:00+00:00,28.39146614074707,31.712499618530273,32.14250183105469,31.65250015258789,32.092498779296875,145460400
2015-04-14 00:00:00+00:00,28.26836395263672,31.575000762939453,31.822500228881836,31.477500915527344,31.75,102098400
2015-04-15 00:00:00+00:00,28.375791549682617,31.69499969482422,31.782499313354492,31.502500534057617,31.602500915527344,115881600
2015-04-16 00:00:00+00:00,28.239269256591797,31.542499542236328,31.774999618530273,31.52750015258789,31.56999969482422,113476000
2015-04-17 00:00:00+00:00,27.921445846557617,31.1875,31.53499984741211,31.114999771118164,31.387500762939453,207828000
2015-04-20 00:00:00+00:00,28.55933380126953,31.899999618530273,32.029998779296875,31.292499542236328,31.392499923706055,188217200
2015-04-21 00:00:00+00:00,28.404895782470703,31.727500915527344,32.04999923706055,31.667499542236328,32.025001525878906,129740400
2015-04-22 00:00:00+00:00,28.787622451782227,32.154998779296875,32.217498779296875,31.579999923706055,31.747499465942383,150618000
2015-04-23 00:00:00+00:00,29.022640228271484,32.41749954223633,32.60499954223633,32.03499984741211,32.07500076293945,183083600
2015-04-24 00:00:00+00:00,29.159162521362305,32.56999969482422,32.657501220703125,32.307498931884766,32.622501373291016,178103600
2015-04-27 00:00:00+00:00,29.689619064331055,33.162498474121094,33.282501220703125,32.787498474121094,33.07749938964844,387816800
2015-04-28 00:00:00+00:00,29.221832275390625,32.63999938964844,33.6349983215332,32.39250183105469,33.6150016784668,475696000
2015-04-29 00:00:00+00:00,28.792102813720703,32.15999984741211,32.897499084472656,32.07500076293945,32.540000915527344,253544400
2015-04-30 00:00:00+00:00,28.010971069335938,31.287500381469727,32.15999984741211,31.145000457763672,32.15999984741211,332781600
2015-05-01 00:00:00+00:00,28.861482620239258,32.23749923706055,32.532501220703125,31.325000762939453,31.524999618530273,234050400
2015-05-04 00:00:00+00:00,28.805532455444336,32.17499923706055,32.64250183105469,32.064998626708984,32.375,203953200
2015-05-05 00:00:00+00:00,28.156455993652344,31.450000762939453,32.11249923706055,31.44499969482422,32.037498474121094,197085600
2015-05-06 00:00:00+00:00,27.97963523864746,31.252500534057617,31.6875,30.84000015258789,31.639999389648438,288564000
2015-05-07 00:00:00+00:00,28.152700424194336,31.315000534057617,31.520000457763672,31.0049991607666,31.1924991607666,175763600
